id;fecha_trending;titulo;canal;categoria;visitas;likes;dislikes
SbOwzAl9ZfQ;14/11/2017;Capítulo 12 | MasterChef 2017;MasterChef 2017;Entertainment;310130;4182;361
klOV6Xh-DnI;14/11/2017;ALEXA EX-INTEGRANTE DEL GRUPO TIMBIRICHE RENUNCIA A ¨La Voz Mexico 7¨TELEVISA 11/11/2017;Micky Contreras Martinez;People & Blogs;104972;271;174
6L2ZF7Qzsbk;14/11/2017;LOUIS CKAGÓ - EL PULSO DE LA REPÚBLICA;El Pulso De La República;News & Politics;136064;10105;266
hcY52MFWMDM;14/11/2017;Sismo de 6.7 sacude Costa Rica 12 Noviembre 2017;Casanare;News & Politics;96153;378;171
_OXDcGPVAa4;14/11/2017;DOG HACKS | MUSAS LESSLIE LOS POLINESIOS;Musas;Howto & Style;499965;57781;681
Q9kK6NWZR1U;14/11/2017;Asi se sintio Terremoto en iraq al bordo de iran 7.6;MÚSICA & ENTRETENIMIENTO;Music;129645;506;67
c9VTD3n_IDs;14/11/2017;La Resolana con el Capi | Programa 12 noviembre  2017;La Resolana;People & Blogs;75197;2277;69
XzULSsZYMRc;14/11/2017;M6.7 Costa Rica Análisis de Terremotos en (((ALERTA SÍSMICA))) con Alex Backman;concienciaradio;News & Politics;142522;7745;659
uijjYNtl_UM;14/11/2017;7 Niños Famosos Que No Supieron Adaptarse a La Fama - Los mejores Top 10;Los mejores Top 10;Entertainment;371110;20155;912
cOJ68MQm2ac;14/11/2017;TOP: Los 7 libros infantiles más perturbadores | Angel David Revilla (Dross);DrossRotzank;Entertainment;1111314;83582;2194
rZZEeeAVgog;14/11/2017;Franco Escamilla.- Tradiciones y Faitelson;Franco Escamilla;Comedy;471516;23279;270
kTT472QeJGg;14/11/2017;Juanpa Zurita ¿Se clavó el dinero de las donaciones? | Viral Team le tira a Dosogas;maurg1;People & Blogs;220315;17070;7718
yhdI98_O-Xc;14/11/2017;Disney Challenge - feat. Luis Angel Gomez / Miguel en Coco/ Memo Aponte;Memo Aponte;People & Blogs;127796;13293;216
7jmJtdqI6YE;14/11/2017;Sismo sacude Costa Rica la noche del 12 de Noviembre de 2017;Harrison;Entertainment;53265;194;41
Dhhp8M5K3UI;14/11/2017;Deleted video;Harrison;Entertainment;53265;194;41
M16Usa8oqDg;14/11/2017;TERREMOTO 7,2 SACUDE IRAK E IRÁN 12.11.17 PRIMERAS IMÁGENES;EnigmAnónimo Mundo de Hoy;News & Politics;66073;399;39
OFXU_vrye9w;14/11/2017;¡Se acabó la espera! El Privilegio de Mandar | Capítulo 01;El Privilegio de Mandar;Comedy;30274;705;199
238T-LaO_IM;14/11/2017;Termina Telenovela  Las Malcriadas sin Pena ni Gloria;Chacaleo. Com;Entertainment;47789;776;143
KO-QO5QQAyM;14/11/2017;Mexico vs Polonia 1-0 RESUMEN GOLES [Goals-Highlights] Amistoso Friendly-Match 13/11/2017;Central de notícias e esportes CNE;Sports;39857;233;45
7D-swI6qNLM;14/11/2017;HACKS CON SILICÓN CALIENTE;MaireWink;Entertainment;217025;26934;201
WflHonz04Uc;14/11/2017;Terremoto de irak 7.3 Momento exacto;noaseify;Entertainment;29667;20;53
GR1Af3ZG-lE;14/11/2017;The Walking Dead 8 Temporada Episódio 4 (LEGENDADO);#Victor Daniel;People & Blogs;194758;4085;182
y_6rR8yKONo;14/11/2017;Porque Carlos Vela no Quería ir a la Selección y se perdió el Mundial del 2014 Boser Salseo;Boser Salseo Futbolero;Sports;227651;5532;213
Wi3nAYFigpQ;14/11/2017;Iraq/Iran Earthquake felt in Kuwait !;Sandra Official;Autos & Vehicles;28186;15;9
nEAMm3nGxpM;14/11/2017;El valiente ve la muerte solo una vez - Teaser;Agencia Bengala;Film & Animation;7127;37;3
3RITF3vm-KE;14/11/2017;Larry sube a Kenia al escenario | Larrymanía | Universo;UNIVERSO;Entertainment;17316;246;21
1i71glG1P5s;14/11/2017;LO ÚLTIMO: Muere la actriz Maru Dueñas y productor en accidente vial en la México-Cuernavaca;Excélsior TV;News & Politics;504940;1001;290
6YHkNTRMUL8;14/11/2017;Terremoto de magnitud 7,2 sacude Irán e Irak. (VIDEOS);El Arte De Servir;News & Politics;58827;486;35
1ZAPwfrtAFY;14/11/2017;The Trump Presidency: Last Week Tonight with John Oliver (HBO);LastWeekTonight;Entertainment;2418783;97202;6148
VVHWFZqV_mU;14/11/2017;Se revela el sexo del bebé de Aislinn Derbez;Alejandra Morón;Entertainment;18980;42;86
O1v0F5-Xv68;14/11/2017;Temblor en Costa Rica | temblor 6.5  12 de noviembre del 2017;EL CASCANUECES;Entertainment;16066;78;20
RkTi5_hu-kY;14/11/2017;YURI puso en su lugar a EX TIMBIRICHE en La Voz México y se desató el caos.;EXPRESS NOTICIAS;Entertainment;28098;0;0
AvIh646qPg8;14/11/2017;DEMON BOY Creepy Pasta  ?? - Draw My Life en Español;Draw My Life en Español;Entertainment;100349;10699;156
b_U9i0vSZnQ;14/11/2017;CONDUCTORES DE UBER COMPARTEN EXPERIENCIAS PARANORMALES;Relatosdelanoche;Entertainment;43151;2438;58
GZGdFRttWDI;14/11/2017;¡Top 10 Bromas LOCAS de Jackass!;WatchMojo Español;Film & Animation;142325;12027;165
lHJLYWwzphw;14/11/2017;Sismo de 7,3 grados richter sacude la frontera entre Irán e Irak Video Al menos 129 muertos;Tuitealo;News & Politics;29887;106;10
0zYvsH3IzTw;14/11/2017;Evangelio del Dia- Lunes 13 Novimebre 2017- Salmo 139 Sangre y Agua;Sangre yAgua;Music;28342;1132;63
cgYhR-3QfhM;14/11/2017;NOTICIAS DE HOY NUEVAS 13 DE OCTUBRE 2017;Las Ultimas de HOY;People & Blogs;195613;929;238
N5Ss8TbYnec;14/11/2017;Evangelio de Hoy Lunes 13 Noviembre 2017  Si tuvierais fe como un granito de mostaza;Oraciones en video;People & Blogs;166050;6820;188
RQMvpa4V2hM;14/11/2017;La Peor Pedida de Matrimonio ! *Sale Muy Mal ??;whatdafaqshow;Entertainment;251933;19078;751
cU2FFwy0eKI;14/11/2017;?ARREGLATE CONMIGO completo! 0  a 100/? PROM GRWM full process !| auroramakeup;Aurora AmorPorElMaquillaje;Howto & Style;14723;2059;24
cTRJYA6dibU;14/11/2017;Changey Din | Kambi | Sukh E | Sukh Sanghera | Latest Punjabi Song 2017 | Speed Records;Speed Records;Music;2529472;56054;1547
O_jDNNEvvJo;14/11/2017;Programa Completo 13 Noviembre 2017;Ðis??r?ron, M?nigüis, Ðis??r?ron;People & Blogs;8088;118;34
sBmvgi-gd2M;14/11/2017;Así lucen los dobles de estos famosos;Badabun;Entertainment;53340;5266;68
eyskwaltDLs;14/11/2017;Terremoto interrumpe una entrevista de TV en directo en Irak;RT en Español;News & Politics;18206;227;2
p-EupRWaX9E;14/11/2017;¡Las reglas cambian en el Sin Palabras! | Venga la Alegría;Venga La Alegría;Entertainment;23635;329;164
vawBoPTwFeY;14/11/2017;FRASES DE BORRACHOS | MARIO AGUILAR | BERTH OH;Mario Aguilar;Comedy;44056;5489;52
9w6dJzxsDD8;14/11/2017;Joan Sebastian, Juan Gabriel, Vicente Fernández, Marco Antonio Solís EXITOS Sus Mejores Canciones;Mix Bandas;People & Blogs;16437;105;19
FhuxIRzs8LE;14/11/2017;EXPECTATIVA vs REALIDAD: SER UN ADULTO ??????? | Mariale;Mariale;Entertainment;1085608;95120;2263
S9qll04y4iw;14/11/2017;¿MESSI ya amarró el 6º Balón de Oro? | GRIEZMANN SUEÑA con MBAPPÉ y NEY | ¿Qué harán con BALE?;Cracks;Sports;1047926;53154;871
zexzfD25jWU;14/11/2017;Así fueron los penales en el Partido por la Paz | Estrellas América;Imagen Deportes;Sports;582042;1953;214
kzwfHumJyYc;14/11/2017;Sharry Mann: Cute Munda ( Song Teaser) | Parmish Verma | Releasing on 17 November;Lokdhun Punjabi;Film & Animation;1096327;33966;798
so0ccfs-psI;14/11/2017;Rowi Na | Nadha Virender | Official Music Video | Latest Punjabi Songs 2017 | VS Records;VS RECORDS;Music;836006;24460;180
tU3b7GVb65E;14/11/2017;EXTRANORMAL PUNTO 2?12 DE NOVIEMBRE 2017 - PROGRAMA COMPLETO;Extranormal punto 2;Entertainment;22085;594;28
mevdRfjbwH4;14/11/2017;Leslie mar vs Mayela Without you - la voz México 2017;Pablo Zarate;Nonprofits & Activism;15814;91;5
zR-9Pf-BBrM;14/11/2017;Dan el u?ltimo adio?s a Maru Duen?as y Claudio Reyes | Hoy;Hoy;Entertainment;31145;283;20
J5sgeaTui0w;14/11/2017;LA CUIN BICH (HISTORIAS DE TERROR);Relatos de Horror;Film & Animation;32201;1634;91
XDqZ57zAsGY;14/11/2017;Conocí a la Liga de la Justicia Completa en Persona (entrevistas y convivencia con actores);EstoEs COMBO;Film & Animation;167066;9809;138
M4W-nrYGRYc;14/11/2017;ULTIMAS NOTICIAS HOY 13 DE NOVIEMBRE 2017. TERREMOTO 7.2 EN IRAK E IRÁN HOY 2017.;samm playHD Society;Nonprofits & Activism;75173;290;34
ag3qaxX6lW0;14/11/2017;7 Trucos Para CRECER DE ESTATURA Fácil y Rápido;Mr. Tops;Entertainment;231503;35077;638
ZIf-yocPdKM;14/11/2017;DTOKE vs WOS - FINAL El Quinto Escalón: EL FINAL;El Quinto Escalón;Music;124070;13008;268
8_MFaKfSZUI;14/11/2017;MAQUILLAJE DRAMÁTICO Y ATRACTIVO PARA NOCHE.;Jeamileth Doll;People & Blogs;46645;5500;104
0k6gGxwNFSI;14/11/2017;Último adiós a Maru Dueñas y Claudio Reyes... | Sale el Sol;Imagen Entretenimiento;Entertainment;5895;67;1
qlHi7uhZdvU;14/11/2017;Pelea Entre Los Coaches De La Voz México Y Una Ex Timbiriche;NZartreMexico;Entertainment;149776;42;28
mXmLxLCs9HA;14/11/2017;LEO | 13 AL 19 DE NOVIEMBRE | HORÓSCOPO SEMANAL | ALFONSO LEÓN ARQUITECTO DE SUEÑOS;Alfonso León;Entertainment;13816;831;9
YxJB396gmWQ;14/11/2017;Así inició #AristeguiEnVivo este 13 de noviembre 2017;Aristegui Noticias;News & Politics;37601;679;30
3VDJQMaSWF0;14/11/2017;Demi Lovato Performs 'Sorry Not Sorry' / 'Tell Me You Love Me' | MTV EMAs 2017 | Live Performance;MTV International;Entertainment;316360;16820;266
#NAME?;14/11/2017;7 COSAS que NO SABÍAS POR QUE ERAN de ESE COLOR;Tu COSMOPOLIS;People & Blogs;57070;6158;118
5Dimg9RM4Lo;14/11/2017;Maru Dueñas le escribió un último mensaje a Angelique Boyer antes de morir;Los Capitanes HD Capellan;Entertainment;87525;171;37
5E4ZBSInqUU;14/11/2017;Marshmello - Blocks (Official Music Video);marshmello;Music;687582;114221;1333
OIBG99riACs;14/11/2017;TEXTO DIARIO ANIMADO 13 de noviembre 2017;TextoDiarioAnimado;Education;8090;262;3
s-VstUmpPzM;14/11/2017;TERREMOTO 7.6 EN IRAK 2017 ALERTA MUNDIAL;ALERTA MUNDIAL;People & Blogs;34707;97;28
URnaV-AK4og;14/11/2017;Le Lloran al INE Margarita Zavala y El Bronco ¡Fracasaron! – Campechaneando;Campechaneando;News & Politics;31974;2663;50
IZRJsmfscIg;14/11/2017;Lomo En Salsa de mostaza sin Horno;Armando En Tu Cocina;Howto & Style;14409;2419;17
y5wvD7QH1x4;14/11/2017;20 Chistes malos que te harán reír #12;ElJamesHD Tops;Entertainment;299832;44011;1213
IBd5v-MPEH4;14/11/2017;Evangelio De Hoy 13 De Noviembre De 2017, Lectio Divina - Tele VID;Tele VID;Entertainment;16963;777;14
bbFsQ3QuJAc;14/11/2017;Vuelo de la victoria final parte 1;tutosbells2;People & Blogs;149799;816;167
3JMZx99Yb_0;14/11/2017;5 Experiencias extrañas vividas por repartidores ? MundoCreepy ? NightCrawler;MundoCreepy;Entertainment;62550;6078;71
XcjFWrzjLPE;14/11/2017;AL BURRO VAN RANKIN se le SALl0 decir CUANT0 es lo que GANA en el PROGRAMA HOY;Noticias Francas TV;News & Politics;89669;189;71
DHt9_TXbKbI;14/11/2017;Alexa PUBLICA MENSAJE tras SU POLÉMICA SALIDA de La Voz México;Zhows;Entertainment;8661;28;41
8DLQNl20YE8;14/11/2017;HA ASH & CAMILA EXITOS Sus Mejores Canciones de Camila y HA ASH;Poppes Fitness & Music;Music;11042;70;10
LT4qAHRqrjU;14/11/2017;La Voz México 2017 capítulo 5 completo;Reviews Film;People & Blogs;26416;167;21
Dt3i0xvLW_Q;14/11/2017;J Balvin - Pierde Los Modales (Bruuttal);jbalvinVEVO;Music;63858;3065;102
#NAME?;14/11/2017;Momentos del terremoto en Irak;RED;People & Blogs;9409;24;2
OlKxqYmZNrc;14/11/2017;'Me hackearon' mi fan page de facebook;NANDO sin CENSURA;Howto & Style;10875;2570;15
qxyJYWGf57k;14/11/2017;Santa Misa del lunes 13 de noviembre de 2017 (de nazaret.tv);Maria de Nazaret;Education;8010;0;0
P3q93hzUGEA;14/11/2017;Fraudulenta salida de Lis Vega en el Exatlon México 2017;VIDEOS RANDOM;Entertainment;21323;0;0
QzlD0W4J8mk;14/11/2017;Sismo de 7.3 sacude Irak;MILENIO;News & Politics;5421;21;7
uUUd_8Gl6Bk;14/11/2017;El Gran Mensaje. Se vienen Grandes Cambios y una Catarsis para la humanidad. Entrev. a Miguel Crespo;José Luis Rueda - CIRCAC;News & Politics;8695;496;59
qh3Vr7x_5bQ;14/11/2017;Laudes -  Lunes 13 de noviembre de 2017 - Oración de la mañana;Homilías y Catequesis Católicas;Education;6665;223;2
nOVd0sNNjc8;14/11/2017;EL VUELO DE LA VICTORIA, CAPITULO FINAL 12 DE NOVIEMBRE, EPISODIO 89 RESUMEN TODO FUE IMAGINADO;LA ISLA;Entertainment;18932;49;35
17bOlbDNjmk;14/11/2017;Oraciones al empezar un nuevo día con Dios | Lunes 13 de Noviembre;Pastor David Rodriguez;People & Blogs;16812;2327;37
nC0TkydzQM4;14/11/2017;¿Qué tan Buena es COCO? - Platica con Spoilers | Caja de Peliculas;Caja de Peliculas;Entertainment;22189;2087;134
LTiiX8hq4Sw;14/11/2017;Crema tonificante para el cuerpo;hanan beauty;Howto & Style;18212;1781;42
_GaoLGcZ8Wg;14/11/2017;POR FIN!! DOS FICHAJES BOMBA PARA EL CRUZ AZUL RUMBO AL CLAUSURA 2018 LIGA MX;Lord Fer LEE;Sports;49349;41;55
2-p6XmtKCVY;14/11/2017;SANTA EUCARISTIA 13 NOVIEMBRE 2017 Misa del Día de Hoy - Dia del poder de la Fe;SoyCatolico;Music;11140;247;12
Yoa0Yqjedhk;14/11/2017;Dragon Ball Super avance  Capitulo 116  Sub Español El despertar dotrina egoista;ESPECIAL DBS;People & Blogs;138232;1138;30
62uv76jjUG8;14/11/2017;Steelers vs. Colts | NFL Week 10 Game Highlights;NFL;Sports;361416;3102;110
fCOYUfEvxcE;14/11/2017;Victoria cumple su sueño | El vuelo de la Victoria (FINAL);zully carrion;Entertainment;22825;139;43
nho5bnPE8qY;14/11/2017;Diego y Julio Vive Batallas - La Voz México 2017;Mexican TV Fans;Entertainment;8058;83;1
2kyS6SvSYSE;14/11/2017;WE WANT TO TALK ABOUT OUR MARRIAGE;CaseyNeistat;People & Blogs;748374;57546;2968
FEp_keCj6kA;14/11/2017;Descubierta estrella zombi | Noticias 13/11/2017;CdeCiencia;Science & Technology;91561;11177;109
8SmKYBgDTVA;14/11/2017;COCO Disney/Pixar - Popurrí con Mariachi;Los Tres Tristes Tigres;Comedy;93000;8135;100
jXndHBU_tq8;14/11/2017;España vs Costa Rica 5-0 RESUMEN GOLES [Goals-Highlights] Amistoso Friendly-Match 11/11/2017;Fútbol Latino;Sports;1269033;7265;515
YnQoEHHM_xc;14/11/2017;Exatlón México | Programa 20;Exatlón;Entertainment;377398;2378;289
ExbVoHLXPzg;14/11/2017;¿Por qué se cree en supersticiones? - CuriosaMente 98;CuriosaMente;Education;129904;10161;124
eYcP7ItiHHI;14/11/2017;Mandando saludos;Raymix;Music;21728;3169;86
s_kRjjlGCcQ;14/11/2017;Clash Royale: Crown Championship LATAM Finais de Outono | A Temporada De Outono 2017;Clash Royale Brasil;Gaming;179904;9811;294
oFy58DC4Evk;14/11/2017;Salmos | Cuando te sientas deprimido ¡Escúchalo!;Un viaje a la vida;Entertainment;29740;2752;49
zw26qBC32lQ;14/11/2017;Deseret Tavares - El ojo Protector;Deseret Tavares - Oficial;Entertainment;5553;542;14
of5k7eEtE6c;14/11/2017;Macarrones gratinados con Espinacas Receta navideña;Cocinando con Angel;Howto & Style;6088;709;3
rl87CstffpE;14/11/2017;NUEVA ENTREVISTA A TOYOTARO SECRETOS REVELADOS | NUEVO ÁNGEL | MARGARITA Y VERMOUT AMANTES | ANZU361;anzu361;People & Blogs;129304;17539;254
pCzGf2FYn4E;14/11/2017;8 Hábitos de Pobreza que Heredaste de Tus Padres y Te Llevan o Mantienen en la Pobreza Segun Jack-Ma;Financial Mentors TV - Español;People & Blogs;8249;735;10
vl8yv7kTTWI;14/11/2017;Budín de zanahoria - Cocina Vegan Fácil;Cocina Vegan fácil;Entertainment;5113;823;0
G2LKPsoc24k;14/11/2017;Abdomen plano y piernas bonitas | GymVirtual;gymvirtual;Sports;23352;2529;20
ehaaxAyRf18;14/11/2017;A 213 Días Del Mundial Te Preocupa Que El Tri No Tenga Un 11 Titular Definido? La Ultima Palabra;Joserra el Rey IX;Sports;1856;9;2
A106_JEPWm4;14/11/2017;Evangelio de hoy lunes 13 de noviembre de 2017;Padre Sergio;People & Blogs;16844;1263;21
4DnWZQTytXo;14/11/2017;Valeria vs Johan - Felices los 4 - La Voz México ????;Esponjaroid MX;People & Blogs;9588;123;2
1q41CjSKa7s;14/11/2017;Quien Es Maru Dueñas Y Claudio Reyes?? Actriz Y Director Televisa/ Lo que no sabias!!;Curiositos Vip;People & Blogs;262447;606;169
1wF68X7X768;14/11/2017;TOP 8 DJ FAILS | lo que NUNCA debes HACER EN festivales DE ¡ MÚSICA !;Top Land;Entertainment;90793;21193;403
vDiN9657pNM;14/11/2017;ROMÁNTICAS DE AYER Y HOY Julio Iglesias, José Luis Rodríguez, Miguel bosé, Camilo Sesto y José José;Music is Life;People & Blogs;9146;123;19
K7i1BHg8yjc;14/11/2017;Así fue el V3L0RIO Maru Dueñas, rodeada de flores blancas. (EMOTIVO);Noti-blogs Expess;People & Blogs;66941;109;20
4cTYebG13fQ;14/11/2017;Tipos de Dueños de Perro en el Parque | Casi Creativo;Fred Lammie;Film & Animation;338785;20216;208
ch2bHvup3p0;14/11/2017;LAUDES -  LUNES 13 DE NOVIEMBRE, 2017;Ora Con El Corazon RADIO;Education;4558;125;5
a9NZ4nWdjfM;14/11/2017;Aprende a hacer este cuadro para tu habitación | MUY FÁCIL Y BARATO | DIY | ArteMaster;ArteMaster;Entertainment;127368;12060;106
lELY0_ZrPMg;14/11/2017;Confía - Natalia Nieto - 12 Noviembre 2017 | Prédicas Cristianas 2017;El Lugar de Su Presencia;Music;7506;474;19
rm6Y60BmLa0;14/11/2017;#TeamPausini Juan Carlos Vs Mike Born To Be Wild || La Voz México Las Batallas;Albert Plash;Entertainment;8485;149;7
0HCufSLOeE4;14/11/2017;Evangelio del día Lunes, 13 de Noviembre de 2017;Oraciones Diarias con Amor;People & Blogs;46103;1623;64
BVJzVZ-gnA4;14/11/2017;Sismo de magnitud 7.3 deja más de 60 muertos entre Irak e Irán - Milenio Televisión;Diego Beltrán;People & Blogs;16954;88;20
0dBIkQ4Mz1M;14/11/2017;PLUSH - Bad Unboxing Fan Mail;iDubbbzTV;Comedy;1014651;127822;1688
8V5h1ZaOK8A;14/11/2017;Fallece Maru Dueñas, prosticatálogo de Televisa, romance de Polo Morín, Ceci Galliano fue acosada;Revista TVNotas;Entertainment;1621;81;5
JxrEs0ZeU44;14/11/2017;Evangelio  del día  Lc 17, 1-6 del 2017-11-13 con Mons. Fabio Martínez Castilla;Arquidiocesis Tuxtla;People & Blogs;2195;56;5
SOFXq2cenSI;14/11/2017;ASÍ SERA EL FUTURO DE MÉXICO SI  LOPEZ OBRADOR ES PRESIDENTE EN 2018;SERVIMAT;News & Politics;27198;1266;110
5Dprb5g-6_g;14/11/2017;Blusa Crochet para Niña de 3 a 4 Años parte 1 de 2;MilArt Marroquin;Film & Animation;14040;1165;8
rFNCO_VRaEk;14/11/2017;¿X-Men podría regresar a Marvel?, Deadpool, Trollhunters y más;Extraordinerd;Entertainment;74101;4335;538
7v8sd_Bar-w;14/11/2017;TOP 7: Los fichajes de MEXICANOS más COSTOSOS;Cracks MX;Sports;50782;3852;97
mx9IrngKvfg;14/11/2017;¿QUE HICE EN HALLOWEEN..? | Ricardotaku;Ricardotaku;Entertainment;34723;6244;31
VvsVDp0aYHY;14/11/2017;MI CANCIÓN POR LOS 4 MILLONES con MEGA SORTEO INTERNACIONAL!!!! SandraCiresArt;SandraCiresArt;Entertainment;278001;44672;811
sX2qEhu97p8;14/11/2017;The Walking Dead Temporada 8 Capitulo 5 Adelanto Subtitulado Español 8x05 Sneak Peek # 1 & #2 Season;NewTrailerFullResumen;People & Blogs;10592;66;8
X_vSOhNshg8;14/11/2017;Buenos Días - El Video mas bonito del mundo - Abrelo;Inspira Positivo;Entertainment;13583;286;10
l5jL10riBtc;14/11/2017;5 Acertijos de niños que son demasiado difíciles para el 95% de los adultos;GENIAL;Howto & Style;24157;2140;246
UJC-hJbmlNA;14/11/2017;12-La Voz De Mexico 2017 Las Batallas Mayela Vs Lsslie Domingo 12 De Noviembre 2017;DavidGigolo2011 BlackMoon;People & Blogs;6286;40;2
3xiFKybX2RI;14/11/2017;LESSLIE POLINESIA LLORA EN ÚLTIMO SHOW DE LA GIRAPOLINESIA;Platiquemos Polinesios;People & Blogs;27004;6889;54
vV-F3sY34u4;14/11/2017;Melendi & Ha Ash -Jesse & Joy & Yur i - Rio roma & Carlos R - Sebastian Yatra;JZF THE MUSIC IN THE BLOOD;Music;20917;104;6
3s1rvMFUweQ;14/11/2017;Taylor Swift: Ready for It? (Live) - SNL;Saturday Night Live;Entertainment;1053632;25562;2294
0s12_01FIko;14/11/2017;TAG DE LAS 20 CANCIONES | soyFrancisco ALV;soyFrancisco ALV;People & Blogs;248886;52487;284
V0VCNyvc9Mk;14/11/2017;Evangelio de Hoy (Lunes, 13 de Noviembre de 2017) | REFLEXIÓN | Red Católica Official;Red Católica Official;People & Blogs;69295;1712;86
WI5MSR8BgXE;14/11/2017;12 BROMAS ÉPICAS PARA TROLLEAR A TUS AMIGOS;Troom Troom Es;Howto & Style;697919;21239;825
zPn6Kl-RIkQ;14/11/2017;Maru Dueñas le escribió un último mensaje a Angelique antes de partir.;Megustapuescom 2;Entertainment;3996;33;1
KXb58FyoIa4;14/11/2017;¿Lauren mando indirecta a Camila en EMAS 2017?||Camren sigue vivo;Dani Del Rey;Entertainment;8873;1267;13
_xMcC2uIseE;14/11/2017;EVANGELIO DEL DÍA Lunes 13 de Noviembre  2017 l Palabra de Vida Padre Carlos Yepes;Padre Carlos Yepes;People & Blogs;21903;966;14
hs6aBUAbTWc;14/11/2017;Angelina Jolie and Agnes Varda at the Governors Awards (Best Moments and Dance);Fãs de Angelina Jolie;Film & Animation;38892;48;2
vmCjs1ZGpdw;14/11/2017;Horóscopo de hoy lunes 13 de noviembre - Alberto Roy;Alberto Roy;Howto & Style;17472;675;37
sAOqENI8p9Q;14/11/2017;Actualización Sismo de 7.3 y 6.5 en Costa Rica y Oriente Medio | Pepe En Vivo;Pepe En Vivo;News & Politics;3675;454;8
o8_gcXkd8EM;14/11/2017;Noroña con Adela, Doña Margara, La Reina del Albur y Maryfer;GFNorona;News & Politics;5723;347;27
gvvLino2tNY;14/11/2017;Momento Exacto Sismo de 6.5 Grados Richter En Jaco Costa Rica 2017 #sismocr #temblorcr;alfredomatta;News & Politics;3038;20;4
dAHb2GDx6ok;14/11/2017;MESSI NO GANARÁ EL BALÓN DE ORO| ¿BALE SE VA Y LLEGA LEWANDOWSKI? | CRISIS EN EL PSG | HABLA BENZEMA;NilcoBax ?;Entertainment;104879;8108;1273
mB7DwV9zRzg;14/11/2017;Bordado Fantasía Regalo Betty Boop;laabuelitamarthita48;Howto & Style;5145;468;8
ajBkZfW0nUQ;14/11/2017;Porque nadie lo dijo antes # 39;Salud y Ustedes;People & Blogs;40802;341;34
x-qhQespWm0;14/11/2017;DTOKE VS MKS | EL DOBLE TEMPO DE DTOKE | EL FINAL DEL QUINTO ESCALÓN (VIDEO REACCIÓN);Detodoy rap;Music;106497;7989;177
7kvjzw0AQY0;14/11/2017;Cómo evitar que te roben gasolina, REVISIÓN shell, g500 y BP;plazacamacho;Science & Technology;1872;96;6
L8DnWMqtxjE;14/11/2017;No encuentro el móvil (DOBLAJE);El canal de Korah;Entertainment;512759;32876;412
mvFGr9q0vss;14/11/2017;13 de noviembre de 2017 07:00h Pronóstico del Tiempo;smnmexico;Science & Technology;3116;75;1
0yIWz1XEeyc;14/11/2017;Jake Paul Says Alissa Violet CHEATED with LOGAN PAUL! #DramaAlert Team 10 vs  Martinez Twins!;DramaAlert;News & Politics;1309699;103761;4613
O9g-hqEnfUo;14/11/2017;FUERTE TEMBLOR EN IRAK  HOY 12 DE NOVIEMBRE 2107,ULTIMAS NOTICIAS DE HOY 12 DE NOVIEMBRE 2017;Noticias Mundiales 2017;People & Blogs;43849;111;49
d9ndEyk2lBw;14/11/2017;Regime forces use UR-77 mine clearence charges in an attempt to break through in Jobar;News & Politics #17;Entertainment;151624;106;35
0pNCxK0Hdl8;14/11/2017;DECORACIONES PARA NAVIDAD - IDEAS PARA DECORAR TU MESA DE CENTRO - SILVIA EN TU VIDA;Silvia en tu Vida;Film & Animation;11553;1225;44
JzCsM1vtn78;14/11/2017;THE LOGANG MADE HISTORY. LOL. AGAIN.;Logan Paul Vlogs;Entertainment;4477587;292841;4124
QSwlPz3ruYA;14/11/2017;Caballo Sereno despide emotivamente a su dueño en su funeral;top virar;People & Blogs;11633;191;13
Nfd31XfFZ94;14/11/2017;GASTE 10,000 DOLARES EN MI NUEVO MUSIC VIDEO;Aaron Echeverria;People & Blogs;61222;3982;172
jRl689eyaWg;14/11/2017;AYÚDAME SEÑOR #Reflexión;lili1623;People & Blogs;6143;727;13
PpvzVcnICJo;14/11/2017;Miraculous Ladybug | La Befana | Temporada 2 Capítulo 4 | Análisis y teorías ????;Alfrely;Film & Animation;100352;7793;83
Ttqo0pFoAAM;14/11/2017;Rezo de Laudes y Misa Coral del Cabildo, 13 de Noviembre de 2017, 8:30 hrs.;Basílica de Guadalupe A.R;Education;2032;69;3
RtPf3dHF8uM;14/11/2017;La ex Timbiriche Alexa Lozano se siente diva y desaira a los coaches en la voz México;Espectáculo ShowTV;People & Blogs;30726;39;22
xQW3-CeUV2c;14/11/2017;Decidieron sacrificar a este perro con cara torcida, pero nadie imaginó lo que pasaría un día antes.;STR Noticias;Pets & Animals;10120;1242;26
dTuYRCf-G1E;14/11/2017;Las Noticias de la mañana, lunes 13 de noviembre de 2017 | Noticiero | Telemundo;Noticias Telemundo;News & Politics;36827;231;22
MGeSKdq1V20;14/11/2017;Iraqi Kurdistan Earthquake live during an interview on Rudaw chanel !!;Ahmed Nasradin;People & Blogs;3033;12;0
Mwsy6T99j04;14/11/2017;Chucky Lozano Puede Ser Estrella Mundial, José Ramón Critica que se Elogie Mucho Doblete a Bélgica;Estadio Videos Play;Sports;33278;109;18
5qpjK5DgCt4;14/11/2017;Racist Superman | Rudy Mancuso, King Bach & Lele Pons;Rudy Mancuso;Comedy;3191442;146043;5339
CZCQH6DGX3w;14/11/2017;Ventanilla: profesora de 35 años sedujo a su alumna de solo 14 años;Latina Noticias;People & Blogs;33363;84;27
