id;fecha_trending;titulo;canal;categoria;visitas;likes;dislikes
TxsGaCnvs3A;24/11/2017;8 COSAS QUE NO SABIAS QUE EXISTIAN #4;8cho;People & Blogs;925875;106218;1578
gpx0TmC14MY;24/11/2017;TOUR NUEVA COCINA  REMODELACION + DECORACIÓN - Jackie Hernandez;Jackie Hernandez;Film & Animation;126074;11528;387
GEq0BJ7ntDM;24/11/2017;SPAM MUSUBI | RECETA FÁCIL | EL GUZII;El Guzii;Howto & Style;168667;11320;176
0p9bxjUTwiE;24/11/2017;LA NUEVA INTRO (Vota en los comentarios);JuegaGerman;Entertainment;774320;98875;2579
L6UDiuweWjQ;24/11/2017;¿QUE TANQUE ELEGIRÍAS PARA SOBREVIVIR? DIVERTIDOS ACERTIJOS IMPOSIBLES;Homosapiens;Entertainment;158323;9778;870
119YrPUNM28;24/11/2017;Jennifer López recibió duras críticas por osado look en show en Dubái;KL videos;News & Politics;123009;247;138
2BE4X3bYpxY;24/11/2017;Maluma - X (The Film);MalumaVEVO;Music;201861;21978;457
gN6omGQLbds;24/11/2017;Facundo y los 300 líderes;Facundo;Comedy;67448;3187;154
KcuuCu6B1Q4;24/11/2017;Fútbol Picante EN VIVO | Cruz Azul 0-0 América, Atlas 1-2 Monterrey  Análisis y Resumen;FulBox;Sports;454979;2678;207
BAbKDskEg7A;24/11/2017;A un año de la partida de Teté. Mariano Osorio y Chayo Busquets.;Mariano Osorio Figura Pública;Entertainment;16705;660;10
kzuw2F13-O4;24/11/2017;Programa completo del 23 de noviembre de 2017 | Enamorándonos;Enamorándonos;Sports;381531;3856;741
bAInxs1g4Dc;24/11/2017;Cruz Azul vs America 0-0 Resumen Completo HD Liguilla Cuartos de Final Ida Liga MX 2017;Videos Futbol;Sports;35610;131;11
dmPJ7wmcwAw;24/11/2017;PAVO Y CENA DE ACCION DE GRACIAS;Marisolpink;Howto & Style;127716;6572;490
jyC8v212ve0;24/11/2017;Enrique Bunbury – Cuna de Caín (Videoclip Oficial);Enrique Bunbury;Music;61018;5649;302
7Il-a0f7uF4;24/11/2017;3 TONTERÍAS QUE MUCHA GENTE NO SABE HACER CON UN LÁPIZ 3D - Life Hacks #05;LlegaExperimentos;Howto & Style;371647;11521;1231
a_VWhArLPwE;24/11/2017;Mhonividente en Buenos dias Familia 11/23/2017 PREDICCIONES;CanalOficial Mhonividente;Comedy;31685;413;16
izCePY8Pxu0;24/11/2017;Los Simpson  - LA BANDERA DE BART ( Parte 3/5 ) - En Español Latino HD;Jimmi Vlogs;Entertainment;173951;847;98
iJp5rIpQnZ0;24/11/2017;COMO HACER PASTEL MIL HOJAS | MIS PASTELITOS;Mis Pastelitos;Howto & Style;346837;25210;359
EtqINX36C2E;24/11/2017;PROMO: Qué Hecho V3rg4 Hacer Dieta;enchufetv;Comedy;380019;27984;889
wtsKs_X7nks;24/11/2017;Enamorandonos la ultima y nos vamos 23 de noviembre 2017;Guillermo Ramirez;Entertainment;157179;448;57
Yg4-rFzaE9A;24/11/2017;Cantando;Raymix;Music;28476;3040;124
Km6uEvxueP8;24/11/2017;Las 10 Respuestas Mas Graciosas en Exámenes (parte 3);Luan Palomera;Entertainment;1270344;65790;2984
NL_wVUSUygU;24/11/2017;Max Styler - Heroes (ft. Nevve);The Vibe Guide;Entertainment;40794;561;24
RkjZZpZKTaY;24/11/2017;E46. La mentira de Tania en Muy Padres;Imagen Ficción;Entertainment;6556;217;8
3vynirYCvKA;24/11/2017;COSAS que PARECEN FALSAS pero NO - Draw My Life en Español;Draw My Life en Español;Entertainment;279035;13888;276
UtKF9NmLUP0;24/11/2017;GRIS EMPATE en el CLÁSICO | RUMORES de FICHAJES | PIDEN a LAINEZ para RUSIA 2018;Cracks MX;Sports;66509;4377;102
R420j7DG_Ik;24/11/2017;¿ Existen las Hadas? Increibles Registros l Pasillo Infinito;Pasillo Infinito;Entertainment;14789;1224;49
3D_1bT9fpDU;24/11/2017;Avance EXCLUSIVO Sin Senos Si Hay Paraiso 3|Capitulo 85| +3 MINUTOS;MundoNovelero;People & Blogs;91925;545;46
9xp96HjNj38;24/11/2017;Luisfer Triste por Durar Sólo Un Mes con Vanda;Crusher Mx;Nonprofits & Activism;128481;0;0
#NAME?;24/11/2017;Si le quiere dar un beso;MULTIMEDIOS;Entertainment;10189;155;4
oXtHVjHm-eo;24/11/2017;LAUGHING JACK | Draw My Life;TikTak Draw;Entertainment;1492307;57508;1971
21TF-o3BJOc;24/11/2017;Evangelio del día Jueves, 23 de Noviembre de 2017;Oraciones Diarias con Amor;People & Blogs;50599;1524;127
y5cTdxOqOQY;24/11/2017;No me digas.- Episodio 10 - Preguntas que siempre quise hacer !;Franco Escamilla;Comedy;87175;3680;98
oNjWT99hYFI;24/11/2017;Malcolm el de enmedi0 Graduación 07x22;orwellx;People & Blogs;66278;640;45
9r5dVRl2yCY;24/11/2017;2-1 Resumen Toluca Vs Morelia Cuartos De Final Partido Ida Apertura 2017;Diablos Rojos Tv;Sports;48761;217;19
9KPMHkR_1yg;24/11/2017;Enamorandonos 23 de Noviembre 2017 PARTE 3;Curiosidades De La Web xD;Entertainment;7081;29;5
dgCTBQ0pxK0;24/11/2017;Piqué se peleó con Shakira, Cauduro bajó 14 kilos,  Eduardo Verástegui presidencia;Revista TVNotas;Entertainment;6460;80;7
ovWjjsSUXtc;24/11/2017;La Ultima Palabra 22 Noviembre 2017 - ¿Es Mauro Boselli Más Que André Pierre Gignac?;AgLeaf;Education;9729;30;6
B9iGxdfgLmQ;24/11/2017;SECRETOS Y DIFERENCIAS DE JIREN REVELADOS EN EL MANGA 29 | CONEXION CON GT APARECE | ANZU361;anzu361;People & Blogs;98406;11677;180
AGlYuZCbXxc;24/11/2017;Malcolm El De En Medio - Temporada 4 - ( El Ojtaclon, Académico );rudelsito;People & Blogs;59240;846;16
q3LsADOhnfY;24/11/2017;Señora Acero 4 | Capitulo 14 6/6 Completo | Telemundo Hd;Señora Acero 4 Hd;Entertainment;52373;282;13
3iDTNQKKay4;24/11/2017;Co?mo hacer SPAGHETTI A LOS 4 QUESOS Vicky Receta Facil;VICKY RECETA FACIL;Education;33769;3090;53
fDGWi4eUjRY;24/11/2017;Chargers vs. Cowboys | NFL Week 12 Game Highlights;NFL;Sports;215895;2521;174
aKRD6P5WyBI;24/11/2017;Papá a toda madre: ¡No que no!| Este lunes #ConLasEstrellas;Las Estrellas;Entertainment;20762;419;12
#NAME?;24/11/2017;MEME REVIEW: Stolen Bike Meme;PewDiePie;Comedy;1294899;139607;2041
wk59JP3o45g;24/11/2017;¡ALERTA MUJERES!  POPOCATEPETL - PRI Y EL DEDAZO - NOTICIAS DE LAS 7pm | Pepe En Vivo;Pepe En Vivo;News & Politics;9864;844;17
AVRPgxmPJIo;24/11/2017;Señora Acero 4 - Capitulo 14 Parte 4/5;Sebastian Acero;Entertainment;19920;156;7
YnKt2YZZyXA;24/11/2017;PEPE AGUILAR - EL VLOG 094 - LATIN GRAMMYS;Pepe Aguilar;Music;13260;876;10
A5B4aFonee0;24/11/2017;EL MODO DE JUEGO MÁS DIVERTIDO;DjMaRiiO;Gaming;482310;43476;930
4-5DY0i1aLk;24/11/2017;UÑAS EFECTO GELATINA;Laura Tagle Nails;Howto & Style;6960;760;14
BDnW_72uVAs;24/11/2017;Programa 23 de noviembre 2017 | Ventaneando;Ventaneando;Entertainment;31615;219;41
hTyh2sjFvTk;24/11/2017;Pepe & Teo Opinan | AMA's | Australia | Margarita Zavala | Justice League;PepeyTeo;Comedy;65800;4912;165
BkQ8rs5lQWc;24/11/2017;Leon vs Tigres 2017 1-1 RESUMEN GOLES All Goals Highlights Liguilla IDA Cuartos Final 22/11/2017 HD;MATCH DAY MX;News & Politics;101509;193;40
6fuFF6-PLLM;24/11/2017;Toluca vs Monarcas Morelia 2-1 Resumen y Goles Cuartos De Final IDA Liguilla Apertura 2017 HD;AF FOOTBALL;Sports;221002;396;69
z_RFXhof_pc;24/11/2017;Carolina sufre un aborto y pierde a su bebé | Caer en tentación - Televisa;Televisa Telenovelas;Entertainment;8928;159;12
kkYn6V6o_Js;24/11/2017;Sin Tu Mirada | Avance del capitulo 10 (24 De Noviembre);Gomez PR;Education;22696;137;3
dydb0O0ZNa4;24/11/2017;Mike Salazar las anécdotas de mi abuelo;Mike Salazar Oficial;Comedy;59717;1179;46
nmjL_IIAwoM;24/11/2017;Explicación : La Inevitable Derrota De Jiren - Dragón Ball Super.;Enchula tu mente!!!;People & Blogs;506759;59928;822
4SYKqUe-YFc;24/11/2017;Toluca vs Morelia I Leon vs Tigres Cuartos de final PARTIDOS COMPLETOS;Tukita;Sports;523847;1418;224
chfIrnnu2SQ;24/11/2017;¡Nos vamos a muerte súbita sin ruleta en el Sin Palabras! | Venga la Alegría;Venga La Alegría;Entertainment;60430;783;77
Ic7xwg7Mnig;24/11/2017;¿Quién será el nuevo actor de 'Sin tu mirada'? | Cue?ntamelo YA!;Cuéntamelo YA!;Entertainment;12513;107;2
f0b98r_88g4;24/11/2017;La hija pródiga Capítulo 24 | TV Azteca;Azteca Novelas;Entertainment;6476;78;7
K8tafU8vPZI;24/11/2017;La REACCIÓN de NEYMAR al escuchar ‘MADRID’ | BONUCCI se comió un GOL | XABI y KOKE con CRACKS;Cracks;Sports;481556;30594;414
z4OFNa2_J2Y;24/11/2017;TEJE BUFANDA GORRO GRACIA - GANCHILLO FÁCIL Y RÁPIDO - YO TEJO CON LAURA CEPEDA;Laura Cepeda;Howto & Style;49691;2960;87
rx2rc0IPivo;24/11/2017;Me sorprende el profundo cinismo de Osorio Chong: Mario Delgado;El Financiero Bloomberg;News & Politics;17773;270;13
MZ0dr9LKp5s;24/11/2017;Gabriel Soto y Geraldine Bazán ¿separados? | Hoy;Hoy;Entertainment;54364;186;35
KroQIB5LzQw;24/11/2017;Kakashi Quiere Traer a Sasuke y Sakura Se Pone Muy Feliz;Sebappuden 2;People & Blogs;6820;253;5
DZ737MUmUW0;24/11/2017;FUNCIONA!! Hechizo del agua para que te llame inmediatamente muy ¡Efectivos!;gregoria perez perez;People & Blogs;9870;825;10
LerZb9K67lk;24/11/2017;Sin Senos Si Hay Paraiso 2 | Capitulo 83 - 3/5 COMPLETO HD;Avances por Vlog Novelero;Entertainment;775352;2468;275
iXVNbei0TDQ;24/11/2017;El Parcerito - NI AQUI NI DE ALLA ft Paulo Londra . (Video Oficial);El Parcerito;Entertainment;1161922;109241;18567
yyt6ES9ZwB4;24/11/2017;Derrumbe en avenida Lázaro Cárdenas, Monterrey, NL.;La Silla Rota;News & Politics;19905;26;16
4jI2mhA_9-Q;24/11/2017;Mira quien llegará en el siguiente capitulo de Super Shore 3;ShoreTube;People & Blogs;4110;94;14
RGTkFHnqRnA;24/11/2017;Nochebuena en 3D/ Uña escultural navideña/ Uñas acrilicas 2017;JaayArt;Nonprofits & Activism;6068;442;13
#NAME?;24/11/2017;AVANCES - PROXIMO CAPÍTULO 15 VIERNES 24 NOVIEMBRE - SEÑORA ACERO 4 LA COYOTE;AVANCES TVS;People & Blogs;3803;17;0
Y14aBfEkVNg;24/11/2017;¿Lauren se burla de Ty?||Camren¿Mismo estilista?;Dani Del Rey;Entertainment;20404;2040;17
M__E_gQUW5E;24/11/2017;Toluca vs Morelia 2-1 Goles y Resumen Liga Mx 2017 Cuartos de Final IDA;FutBolHD & Games;Sports;139517;317;56
pTfPoamCmPc;24/11/2017;Espectacular explosíon del Volcán Popocatépetl 23 de noviembre 2017;webcamsdemexico;Entertainment;7886;137;3
73n__UvCtRU;24/11/2017;Equipo de los famosos se queda sin competidores /Exatlon México;Videos Curiosos;People & Blogs;63262;348;114
18rbHPPvd7w;24/11/2017;Presentando a los invitados que nos acompañan en esta Cena de Thanksgiving al estilo 4K. Parte 11;El Salvador 4K;Entertainment;56152;1490;97
2w-uJFdf5b0;24/11/2017;ASÍ ES POR DENTRO EL AVIÓN MÁS LUJOSO del MUNDO;Tu COSMOPOLIS;People & Blogs;85814;6281;123
eM3SfAt2Kto;24/11/2017;Un encuentro inesperado (parte 3/4);MakiCute;Film & Animation;17570;2290;12
drV2g4GzSUU;24/11/2017;Julio Astillero. Las (malas) cuentas de Osorio Chong.;Julio Astillero;News & Politics;17591;486;22
cHB_s970Uyw;24/11/2017;The Poop In My Pants | Rick and Morty | Adult Swim;Adult Swim;Entertainment;3765990;117001;4148
nT8NLSwGoD4;24/11/2017;Haz Tus Propias Esferas de  Navidad |Porcelana Fri?a |Pasta Flexible;Mis Mejores Ideas;Entertainment;6891;1522;5
Sp20rcvm538;24/11/2017;De la Rosa de Guadalupe a Enamorándonos - Extras de televisa debutan como flechados;Chisme Cacheton;News & Politics;14035;479;21
3x5S50EmOTo;24/11/2017;Todo Comienza En La Disco - Wisin Ft. Yandel Y Daddy Yankee (Audio Oficial);wisin Victory;People & Blogs;60944;2227;35
WxSKXDknBRg;24/11/2017;Así inició #AristeguiEnVivo este 23 de noviembre 2017;Aristegui Noticias;News & Politics;27807;532;17
xlhUX-gB0Jo;24/11/2017;6 Peinados de Boda Faciles y Rapidos con trenzas Elegantes para Matrimonio / Fiesta;PEINÓPOLIS (Trenzas y Peinados);Howto & Style;7046;558;7
tod6TbBtulo;24/11/2017;Maquillaje: ¿En qué merece la pena gastar? | Cuándo es mejor comprar low cost;ratolina;Howto & Style;73776;5637;88
C2TCuR6UfOM;24/11/2017;¡Top 5 de Datos sobre Coco de Disney y Pixar!;WatchMojo Español;Film & Animation;226263;8701;317
O8ShUmFzQDg;24/11/2017;Pierna Mechada Con Grayby;Armando En Tu Cocina;Howto & Style;17183;2712;16
0kGVvnKoAV0;24/11/2017;Smart TV - Lo bueno, lo malo y lo feo con @Dany_Kino;unocero;Science & Technology;20933;1398;50
mdRgQ6U-ADc;24/11/2017;Esta es la vida oculta de los sacerdotes cato?licos;Padre Sergio;People & Blogs;9833;732;5
LgmxMuW6Fsc;24/11/2017;OK Go - Obsession - Official Video;OK Go;Music;411462;14197;189
QktccMfNPc4;24/11/2017;Recuérdame (Interpretada por Ernesto De la Cruz) (De Coco/Official Lyric Video);DisneyMusicLAVEVO;Music;7769;851;13
YeZtpDRRTJo;24/11/2017;Médicos rusos ignoran media hora a un paciente y este muere 9 días después;RT en Español;News & Politics;49038;172;77
UceaB4D0jpo;24/11/2017;Post Malone - rockstar ft. 21 Savage;PostMaloneVEVO;Music;11202281;686149;17999
Irqf308-fOo;24/11/2017;Cruz Azul deja de ser Hijo del America? Tigres le Empato a Leon, Toluca Remonta - La Ultima Palabra;Los Amos del Periodismo Deportivo;Sports;72654;360;30
EiUNRslfXrE;24/11/2017;Toluca vs Morelia 2-1 HD GOLES & RESUMEN 2017 Ida Cuartos de Final Liga MX Liguilla 22/11/2017;Resumenes Lyon 2;Sports;208402;562;64
GDrKNlQoVws;24/11/2017;Ayudando en su Proyecto a MultiPepelon | ManuelRivera11;ManuelRivera11;People & Blogs;41313;2066;87
WValby1Dk20;24/11/2017;Maire vs cenicienta;Historias Wink;Entertainment;23327;1188;9
YzaJvSc0Sxw;24/11/2017;Chevrolet Aveo - El más importante de la marca se renueva | Autocosmos;Autocosmos México;Autos & Vehicles;21439;732;117
d4ukgUZ5F6M;24/11/2017;Evangelio de Hoy Jueves 23 Noviembre 2017 no reconociste el momento de mi venida;Oraciones en video;People & Blogs;172628;7015;203
WXNaX3M0cBw;24/11/2017;LA ÉLITE vs  RAKITIC & CARLES ALEÑA;xBuyer;Gaming;676311;104997;960
pUPeGHjzQNY;24/11/2017;Huérfanas - Capítulo 41 - Mesude enfrenta a Nazan y libera a Eylül;Siglo Magnífico - Carlos Liquin;Film & Animation;18443;318;18
GynhLXtpQQ8;24/11/2017;Neighbours [Part 1];Domics;Comedy;748262;66085;394
nB6asYiCQXM;24/11/2017;LIGA 1VS1 | JORNADA 8 | ¡RETO FÚTBOL! [Crazy Crew];DoctorePoLLo;Gaming;274830;21611;240
gngM-T-yZCY;24/11/2017;Catarsis - Santa RM - SantaRMTV - 2017;SANTA RM;Music;41767;7603;17
hWbucrHrpWc;24/11/2017;Larry el beisbolista | Larrymanía | Universo;UNIVERSO;Entertainment;14241;167;5
r49QKkR4K7o;24/11/2017;Bachata Mix 2017 Romeo Santos, Prince Royce, Shakira - Lo Mejor Bachata 2017;Mr Lucky;Entertainment;99924;488;80
_5C_rgJh9Hw;24/11/2017;Descubren Algo Increíble sobre los Árboles que Siempre nos han Ocultado;MisteriosOcultosTv;People & Blogs;84222;3817;73
nMyMeFAAMmE;24/11/2017;Señora Acero 4 | Capítulo 13 | Telemundo;Telemundo;Entertainment;72551;411;27
RAwW4A2Vtdg;24/11/2017;DELICIOSA ENSALADA NAVIDEÑA MANZANA PIÑA Y ZANAHORIA| ROSVI HERNANDEZ;Rosvi Hernández;People & Blogs;5804;0;0
A5u22MvEbqo;24/11/2017;LETRAS CORTADAS EN LA PIEL - Makeup FX;SEXXXYBLOOD;Education;16499;2201;17
1fHawNgzvNc;24/11/2017;Papa? a toda madre capitulo 24 2/3;Maite Perroni- Topic;People & Blogs;11999;90;4
affZZ8fd-8U;24/11/2017;Sin tu mirada;tutosbells2;People & Blogs;10526;44;4
JLwOO0uHnd0;24/11/2017;Bandas Mix Lo Mas Romantico 2017 Julion Álvarez, La Adictiva ,Banda Ms , Los Recoditos,El Recodo;Chino Vj HD;Music;67476;640;55
GXp7XlgbEJE;24/11/2017;Is Coco Pixar's Best New Movie? | REVIEW;SuperCarlinBrothers;People & Blogs;62921;2554;66
H3iP8r4q91c;24/11/2017;Uñas acrílicas de doble vista difuminadas en rojo tinto y rose gold;Mayas nails;Howto & Style;10929;723;28
vZg7VtWISfw;24/11/2017;LA FAMILIA DE CHUPONCITO - PAPÁ Y MAMÁ;Dinamita IV;Comedy;2692;46;4
LnqmK5pU5Yg;24/11/2017;La Verdadera Historia de Pocahontas NO contada por Disney;El DoQmentalista;Entertainment;7681;542;5
PjQUSTHrbFQ;24/11/2017;COCO Clips + Trailer Español (2017);FilmSelect Español;Entertainment;159126;1184;59
8YmHPOul8oA;24/11/2017;ORACION DE LA MAÑANA PARA SANACION DE ENFERMEDADES - ORACION DE SANACION;En las Manos del Maestro;People & Blogs;17380;1374;74
MwgeD3nc97o;24/11/2017;Cuartos de Final Ida: León 1-1 Tigres;Marca Claro;Sports;42312;117;18
Ml5DAeM8Hv4;24/11/2017;Asi Sufrio Paco Jémez su pase a la Liguilla ?Seguimiento Especial;Futbol Total 3;Sports;38007;339;9
sobIBHx0q6M;24/11/2017;La Rosa de Guadalupe | Amor geek | Parte 2;La Rosa de Guadalupe;People & Blogs;12658;309;9
HLR_DbekPpU;24/11/2017;Dios ha Puesto Potencial en Tí - Por Joel Osteen;AumentandoMiAutoestima.com;People & Blogs;8423;673;12
K__7f646PbM;24/11/2017;1x04 - SHARON NELSON | MADRASTRAS MALVADAS;davidRP;Entertainment;8469;96;6
YRSkpCSa1pw;24/11/2017;¡JULION ALVAREZ ENTRA AL RESCATE DE TELEVISA!;Productora 69;People & Blogs;9497;334;18
5FA9boLDRPE;24/11/2017;Comienza la batalla anual de polaridades.;Revelacion Humana;Entertainment;6535;752;8
V3EYjVPRClU;24/11/2017;Sia - Santa's Coming For Us;SiaVEVO;Music;1481114;87127;3020
T_HHTPtiQ_s;24/11/2017;Atlas vs Monterrey 2017 1-2 Resumen Goles Cuartos de Final Liga MX 2017 HD;Futbol En Vivo;Sports;10598;44;11
fmNIKSz7jVs;24/11/2017;Indice Corolla ¿Cuantos salarios mínimos se necesitan para comprar un toyota Corolla? | Tixuz Autos;Tixuz;Autos & Vehicles;13808;995;30
lz3oNemTUc0;24/11/2017;HISTORIAS DE TERROR CORTAS III (RECOPILACIÓN DE RELATOS);Relatos de Horror;Film & Animation;34153;1177;44
#NAME?;24/11/2017;Extranjero Reacciona a Lucha Libre en MÉXICO (1a Vez en Su Vida) | Vlog #004 | WeroWeroTV;WeroWeroTV;Entertainment;14220;1888;21
#NAME?;24/11/2017;Thanksgiving And Trump's (Lack Of) Giving;The Late Show with Stephen Colbert;Entertainment;942454;13685;755
1ACFMtgcR5E;24/11/2017;Ruggero pone la mano entre las piernas de Karol Sevilla se entera ríe Ruggero toca trasero Ruggarol;Alis Channel;People & Blogs;9479;531;35
T0pa_o4BKN8;24/11/2017;Martin Cortes Malintzin – Heredero de dos mundos;Yolo Camotes;Education;3479;492;3
mSyn1_eha2w;24/11/2017;feliz y Bendecido Jueves;MrKubichi;Entertainment;34294;513;29
8GA_qBjNm9Y;24/11/2017;Transmisión en vivo del LXXIII Congreso y Campeonato Nacional Charro #Hidalgo2017;Federación Mexicana de Charrería, A.C.;Sports;23724;120;12
l0tr34d6d-g;24/11/2017;Luis Miguel luce guapísimo en el backstage de su nuevo video;Marina Bravo;People & Blogs;20553;257;1
wW4fLTkrfCE;24/11/2017;Desayuno veracruzano con plátano macho;Cocina al Natural;Howto & Style;4750;441;18
HXMIlY7KrKQ;24/11/2017;Misa jueves 23 de noviembre de 2017 Tele VID;Tele VID;Entertainment;12230;390;23
TX5CcyuNP4w;24/11/2017;la rosa de guadalupe dos hermanos parte 4-5 like suscribete;Carlos Basilio HD;People & Blogs;25568;234;11
D9on0rTRfW4;24/11/2017;Gelatina Flotante de Cajeta;Kiwilimón;Howto & Style;3260;502;4
oSwcXwu4RYk;24/11/2017;Puntada facil Hoja 2;Bordados, Tejidos y Mas.;People & Blogs;3848;240;4
Nuc4m05tE78;24/11/2017;EXPRIME 1 LIMÓN CON 1 CUCHARADA DE ACEITE DE OLIVA Y TE ACORDARÁS DE MÍ POR EL RESTO DE TU VIDA;Hogar de Remedios Caseros Naturales;Howto & Style;3818;370;14
DJKUYf7spiw;24/11/2017;PAVO RELLENO ADOBADO ESTILO8A;Carmen8a;Howto & Style;13683;1041;52
#NAME?;24/11/2017;Cesur ve Güzel Capitulo 75 Español Latino;Elhasim;People & Blogs;28725;349;13
c46V8zSXzl0;24/11/2017;[Sub español] 171123 Steve Aoki habla del remix de Mic Drop con BTS.;yoongified 93;People & Blogs;9699;1223;2
JHgp3P3RoQI;24/11/2017;pancho barraza    cumbias;monchis77 cortes;People & Blogs;14054;110;9
aaZCUp4nfyo;24/11/2017;23 de noviembre de 2017 1900h Pronóstico del Tiempo;smnmexico;Science & Technology;1947;60;2
fXAKGz7N2x4;24/11/2017;Jonathan & Ana morquecho regresan como Amorosos!!;LosVaM's;Entertainment;43412;130;20
6V-XWoeSu2g;24/11/2017;31 minutos - Sólo Dios sabe que existen;31 minutos;Entertainment;5428;275;3
OIorDbqDV6o;24/11/2017;Ultimo Momento Caixinha Ya Se Arreglo Con Cruz Azul, La Maquina Buscara Humillar Al América;TVFUTBOL;Sports;52265;164;39
4XLk5OERGsI;24/11/2017;TRUCOS CON LATAS DE REFRESCO QUE TIENES QUE SABER - Tutoriales Belen;Tutoriales Belen;Howto & Style;112753;9715;216
hhsMgB39TNU;24/11/2017;Uñas Acrilicas sin Nombre ??;Carolina Aguirre Nails;People & Blogs;11282;1324;39
ZI8mTYE7mzM;24/11/2017;Receta de arroz con leche atole delicioso;larecetadelaabuelita;Howto & Style;5706;595;15
QhpT1vS4FtA;24/11/2017;PREMIOS Y BOHEMIA EN CASA;Pepe Garza;Music;29015;1462;24
1coEJu6naPY;24/11/2017;MARCO ANTONIO SOLÍS SUS MEJORES CANCIONES - MARCO ANTONIO SOLÍS 30 GRANDES ÉXITOS ENGANCHADOS;Latino Entertainment;Music;5245;23;3
pOHQdIDds6s;24/11/2017;Jake Paul - It's Everyday Bro (Remix) [feat. Gucci Mane];Jake Paul;People & Blogs;5901092;318445;244239
MiWLK0g_rPI;24/11/2017;BTS REVELA QUE NO NECESITAN NOVIAS | MUJERES BUSCAN A CHICOS COMO RM POR ESTE MOTIVO | 300K SUBS;BTS y Más;Entertainment;28041;7626;25
XdrhJ2Oc_UM;24/11/2017;Tigres le saco el Empate a Leon, Toluca Remonta a Morelia. Cruz Azul vs America Futbol Picante;Joserra el Rey IX El Original;Sports;42416;178;26
0NbhAjGwwDg;24/11/2017;La Rosa De Guadalupe | Dos Hermanos (2/2);Cine Hd;People & Blogs;276839;2721;151
#NAME?;24/11/2017;El Transporte de carga mas grande del mundo (The world's largest load transportation) #6;Alexis Ingeniero Civil;Entertainment;26545;127;21
vXkw9zpb3pY;24/11/2017;¿COMO SERA EL AÑO 2018 SEGÚN LA NUMEROLOGÍA? CABALA;Wicca Escuela De La MAGIA;Education;9279;600;26
kmkjIiLRp20;24/11/2017;Me Declaro Culpable Avance 24 de Noviembre;Adrián de la Rosa;Entertainment;3576;36;0
KuA5I1IGnpw;24/11/2017;FINAL DEL TORNEO DEL PODER | NUEVA SAGA MAYO 2018 ¡IMÁGENES REVELADAS! | DRAGON BALL SUPER;YisusTV;Entertainment;32403;4556;74
IhJ_abKgj6w;24/11/2017;Salario mínimo queda en MX$88.36: ‘Digno y justo’ para EPN;Sin Censura Media;News & Politics;29854;1607;101
52CarM3R9a8;24/11/2017;REFUERZOS PARA EL DRAFT 2018 EN CHIVAS CLAUSURA 2018 REFUERZOS DE CHIVAS LIGA MX;CABALLERO CH;Sports;32572;434;33
#NAME?;24/11/2017;LOS COMERCIALES DE ORO - LA EDAD;La Edad;People & Blogs;12186;686;20
vq-vpzdDJ3Y;24/11/2017;DRAFT LIGA MX: Brizuela A Cruz Azul, Ruidiaz Al America, Chofis Se Va De Chivas;ElChismosogro;Sports;3399;89;8
nrNsm56eyJE;24/11/2017;Otra ves enojada;Chivo Camarena;Entertainment;13853;335;10
4cpAX3aGeq0;24/11/2017;Fue a Enamorandonos por FAMA pero Daniela le FR3G0 el plan;taco guapo;News & Politics;14796;110;16
2gtIBH53UUE;24/11/2017;Centro de mesa para comedor redondo o cuadrado?;El Armario hn;Howto & Style;20497;1065;35
LqdXPg4ANWE;24/11/2017;Random Object Shootout with Denzel Washington and Steph Curry;The Tonight Show Starring Jimmy Fallon;Comedy;314192;6694;115
YIAoYOAdGzw;24/11/2017;Morena y el PRI empatados en primer lugar en la preferencia electoral 2018;RH Noticias;People & Blogs;4271;321;11
NuYdCfgqVeI;24/11/2017;Vamos con el pastor / Parte 3;Juan De Montreal;Entertainment;16319;1408;20
i-lT9OmZnP0;24/11/2017;Penal para América y Corona lo atajó;Univision Deportes;Sports;56357;335;19
Vm4YRrYP4t0;24/11/2017;Maisha's Rescue;dswtkenya;Nonprofits & Activism;11874;311;2
4MzKaSx8P_A;24/11/2017;SEGURIDAD PÚBLICA Y LOS CANDIDATOS AL 2018;Nino Canún;News & Politics;2273;51;5
Lg6pagfRpGo;24/11/2017;Identifican a los asesinos de Adolfo Lagos, ejecutivo de televisa - Martínez Serrano;martinezserrano;News & Politics;2962;30;2
WeU-t1KDe-4;24/11/2017;Yahir junto a Los Ángeles Azules en el Auditorio Nacional;YahirOficial;Entertainment;3365;220;6
BCuYbik5csc;24/11/2017;Programa Completo 22 Noviembre 2017;Ðis??r?ron, M?nigüis, Ðis??r?ron;People & Blogs;32312;237;57
dPMBUkJSkeE;24/11/2017;Dos latinas entre las favoritas para ganar Miss Universo | Al Rojo Vivo | Telemundo;Al Rojo Vivo;News & Politics;8884;101;15
A1UWXcrBohY;24/11/2017;COSAS TÍPICAS DE LAS ABUELITAS // SNAPS ALEX CASAS;Alex Casas;Entertainment;46218;7268;36
bix8qWbrZ-0;24/11/2017;Chucky (La Trilogía) | Te Lo Resumo Así Nomás#139;Te lo resumo;Film & Animation;262882;24641;157
RSRzIrOqaN4;25/11/2017;Romeo Santos, Daddy Yankee, Nicky Jam - Bella y Sensual (Official Video);RomeoSantosVEVO;Music;6423067;212599;5616
